순번,생산라인코드,생산라인명,품목코드,품목명,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,생산일자
8,D005,3.2마요,16B04003,해표골드마요네즈,W005,72.392851094,118.59285109,154.52815109,23.957,206.835,77.65,2021-01-13
18,D005,3.2마요,16B04003,해표골드마요네즈,W005,72.49031321,103.99031321,139.53886321,23.699,208.858,72.85,2021-01-13
20,D005,3.2마요,16B04003,해표골드마요네즈,W005,71.690908251,105.99090825,141.39095825,23.6,204.897,78.1,2021-01-13
14,P004,PET#1,13U01141,요리愛[애]요리당,W007,71.691534362,108.59153436,142.79033436,22.799,197.773,,2021-01-13
15,P004,PET#1,13U01141,요리愛[애]요리당,W007,71.146535568,112.94653557,148.47748557,23.687,214.481,79.37,2021-01-13
17,P005,3.2K마요포장(#5),16B04003,해표골드마요네즈,W007,71.309181729,111.40918173,146.69733173,23.525,206.945,73.36,2021-01-13
1,C006,2동 쿠커 #3,26A01014,미스터피자고구마샐러드엠피(재),W003,71.842154927,103.24215493,138.64525493,23.602,212.008,78.01,2021-01-14
4,C006,2동 쿠커 #3,26A02010,시아스단호박샐러드(재),W003,70.644993357,103.74499336,138.29184336,23.031,205.591,,2021-01-15
2,D011,2동 오리히로,16A02010,시아스단호박샐러드,W005,72.671956203,99.071956203,134.9057062,23.889,208.674,78.84,2021-01-15
3,D011,2동 오리히로,16A02010,시아스단호박샐러드,W005,70.143905428,98.843905428,134.32835543,23.656,208.224,78.41,2021-01-15
5,D011,2동 오리히로,16A02010,시아스단호박샐러드,W005,70.960719584,107.06071958,143.09896958,24.026,211.407,73.92,2021-01-15
6,C001,쿠커 #1,23L00008,토마토케찹자사용(재),W003,71.514834982,116.71483498,152.19158498,23.651,207.66,75.44,2021-01-17
27,C001,쿠커 #1,23L00008,토마토케찹자사용(재),W003,71.657053855,105.95705386,141.25345386,23.531,206.651,78.98,2021-01-17
41,C001,쿠커 #1,23P02106,미스터피자피자소스엠피(재),W003,72.491007286,119.29100729,155.28225729,23.994,206.241,80.84,2021-01-17
42,C001,쿠커 #1,23P02106,미스터피자피자소스엠피(재),W003,70.447044766,65.547044766,100.55569477,23.339,207.625,76.77,2021-01-17
52,C001,쿠커 #1,23P02102,크림슨피자소스(재),W003,70.261392792,105.36139279,140.39489279,23.356,207.753,70.39,2021-01-18
48,C002,쿠커 #2,23A00347,샘표불고기소스964g(재),W003,70.903609764,108.70360976,144.13495976,23.621,206.531,78.04,2021-01-18
8,C003,쿠커 #3,26A03003,살사후실리샐러드(재),W003,71.176774859,107.57677486,142.77187486,23.463,203.92,78.36,2021-01-17
45,C003,쿠커 #3,26A03003,살사후실리샐러드(재),W003,72.367963502,96.467963502,131.9660135,23.665,206.662,78.76,2021-01-17
3,C005,2동 쿠커 #4,26A01007,감자샐러드바145g(재),W003,71.702457691,118.30245769,153.93275769,23.754,209.149,72.47,2021-01-17
13,C005,2동 쿠커 #4,26A01007,감자샐러드바145g(재),W003,73.494301241,98.194301241,133.33895124,23.43,208.843,73.2,2021-01-17
4,C007,프리머 #1,23V00005,단호박베이스-2(재),W003,72.5896857,112.5896857,147.8325357,23.495,202.629,76.69,2021-01-17
11,C007,프리머 #1,23V00005,단호박베이스-2(재),W003,71.546402319,118.04640232,153.75720232,23.807,204.89,77.08,2021-01-17
20,C007,프리머 #1,23V00005,단호박베이스-2(재),W003,73.196833006,121.69683301,156.71663301,23.347,205.005,74,2021-01-17
33,C007,프리머 #1,23V00005,단호박베이스-2(재),W003,71.094224071,119.99422407,155.74412407,23.833,210.176,79.6,2021-01-17
2,C008,프리머 #2,26B06022,피자스쿨마요네즈(재),W003,71.622060915,108.42206091,143.95766091,23.69,207.653,78.21,2021-01-17
29,C008,프리머 #2,26B06022,피자스쿨마요네즈(재),W003,71.996738645,97.096738645,132.72763864,23.754,212.446,76.08,2021-01-17
32,C008,프리머 #2,26B06022,피자스쿨마요네즈(재),W003,71.445139456,112.74513946,148.21248946,23.645,205.583,72.99,2021-01-17
9,C010,파일롯,23K01312,서비스면양념장(재),W003,70.629579972,102.42957997,137.06752997,23.092,207.617,,2021-01-17
44,D001,3K 캔,13P02106,미스터피자피자소스엠피,W005,69.775637179,84.775637179,119.79168718,23.344,206.37,73.6,2021-01-17
18,D003,로타리 #2,16B06022,피자스쿨마요네즈,W005,71.402536301,128.0025363,163.4314863,23.619,204.894,78.31,2021-01-17
21,D003,로타리 #2,16B06022,피자스쿨마요네즈,W005,72.298885335,106.39888533,141.50433533,23.404,213.287,77.43,2021-01-17
23,D003,로타리 #2,16B06022,피자스쿨마요네즈,W005,72.332636044,101.03263604,136.90618604,23.916,212.907,72.27,2021-01-17
36,D003,로타리 #2,16B06022,피자스쿨마요네즈,W005,72.175351397,115.5753514,151.0553014,23.653,205.372,71.28,2021-01-17
28,D004,PET병,13D02080,참깨흑임자드레싱,W005,71.137382468,93.437382468,128.05918247,23.081,207.676,,2021-01-17
51,D004,PET병,13D02111,아몬드호두드레싱,W005,70.659228375,116.05922838,151.59807838,23.693,215.131,77.38,2021-01-18
53,D004,PET병,13D02094,스위트머스타드드레싱,W005,71.031730129,114.63173013,150.73328013,24.068,210.757,80.31,2021-01-18
12,D007,2동 6열컵실러#1,16A01007,감자샐러드바145g,W005,71.732946615,92.732946615,128.15739661,23.616,204.084,71.52,2021-01-17
31,D007,2동 6열컵실러#1,16A01006,고구마샐러드바145g,W005,73.284586717,111.18458672,147.03428672,23.9,207.312,76.91,2021-01-17
10,D011,2동 오리히로,16A03004,살사후실리샐러드,W005,71.398734735,86.198734735,121.90873473,23.807,204.425,76.09,2021-01-17
15,D011,2동 오리히로,16A03004,살사후실리샐러드,W005,70.347496675,108.84749668,144.22634668,23.586,209.319,74.43,2021-01-17
17,D011,2동 오리히로,16A03004,살사후실리샐러드,W005,71.509445158,104.50944516,139.95069516,23.628,207.815,79.28,2021-01-17
26,D011,2동 오리히로,16A03004,살사후실리샐러드,W005,69.740873481,92.340873481,127.63742348,23.531,212.442,72.1,2021-01-17
37,D011,2동 오리히로,16A03004,살사후실리샐러드,W005,71.345118958,89.445118958,124.99171896,23.698,207.361,71.28,2021-01-17
50,D011,2동 오리히로,16A01002,감자샐러드-P,W005,70.716479278,100.81647928,136.51472928,23.799,211.498,73.49,2021-01-18
55,D011,2동 오리히로,16A01002,감자샐러드-P,W005,69.371231647,118.97123165,154.58713165,23.744,208.996,72.49,2021-01-18
14,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,71.061236863,96.461236863,131.76618686,23.537,211.135,75.83,2021-01-17
16,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,72.242722848,115.34272285,150.56137285,23.479,210.887,71.73,2021-01-17
19,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,72.469615999,124.869616,160.166616,23.531,207.682,71.51,2021-01-17
22,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,71.700192149,93.500192149,129.14649215,23.764,201.192,77.24,2021-01-17
24,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,70.250101492,83.250101492,119.61600149,24.244,212.991,75.98,2021-01-17
25,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,72.850967851,103.65096785,139.71596785,24.043,214.518,77.57,2021-01-17
30,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,70.103579701,101.4035797,136.9017797,23.665,213.948,71.03,2021-01-17
34,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,71.438977382,104.43897738,140.06132738,23.748,210.292,76.36,2021-01-17
35,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,72.887819254,114.58781925,149.85506925,23.512,204.772,78.53,2021-01-17
38,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,70.896638071,102.59663807,138.24943807,23.769,208.028,73.82,2021-01-17
43,D013,마요네즈 수동,13V00005,단호박베이스-2,W005,72.451043467,120.05104347,155.63719347,23.724,209.777,76.88,2021-01-17
5,L001,전처리1실,23L00008,토마토케찹자사용(재),W002,72.951253624,120.85125362,155.91075362,23.373,204.249,72.11,2021-01-17
1,L002,전처리2실,26A01007,감자샐러드바145g(재),W002,71.922262632,113.82226263,149.31126263,23.659,206.617,74.83,2021-01-17
7,L002,전처리2실,23P02102,크림슨피자소스(재),W002,71.586908977,102.98690898,138.46955898,23.655,212.159,74.63,2021-01-17
46,P004,PET#1,13D02080,참깨흑임자드레싱,W007,72.19939396,106.19939396,141.08734396,23.259,204.196,72.57,2021-01-17
49,P004,PET#1,13D02111,아몬드호두드레싱,W007,71.600931184,117.80093118,152.93583118,23.423,203.948,73.31,2021-01-18
54,P004,PET#1,13D02094,스위트머스타드드레싱,W007,71.031051161,94.131051161,129.31720116,23.457,200.819,74.94,2021-01-18
21,C001,쿠커 #1,23R01084,립소스5kg(재),W003,70.732995209,111.53299521,147.12429521,23.728,208.41,77.71,2021-01-18
8,C002,쿠커 #2,23A00041,간장양념치킨소스2kg(재),W003,69.748146835,101.44814684,136.61869684,23.447,205.494,73.51,2021-01-18
22,C002,쿠커 #2,23K01111,용돈까스소스M(재),W003,71.681789462,100.78178946,135.86018946,23.386,202.906,73.31,2021-01-18
24,C002,쿠커 #2,23U01139,미스터피자블루베리시럽엠피(재),W003,69.096917066,106.69691707,142.11446707,23.612,209.005,75.76,2021-01-19
2,C003,쿠커 #3,23S05061,미스터피자치킨스파게티소스(재),W003,71.521057273,103.92105727,139.04965727,23.419,204.759,77.61,2021-01-18
12,C003,쿠커 #3,23S05061,미스터피자치킨스파게티소스(재),W003,72.237939237,111.43793924,147.33053924,23.928,209.181,75.48,2021-01-18
15,C003,쿠커 #3,23S05061,미스터피자치킨스파게티소스(재),W003,72.818703717,115.01870372,149.83800372,23.213,202.878,72.69,2021-01-18
20,C003,쿠커 #3,23S05061,미스터피자치킨스파게티소스(재),W003,72.318906323,90.018906323,124.35625632,22.892,200.17,,2021-01-18
14,C006,2동 쿠커 #3,26A01002,감자샐러드-P(재),W003,70.950349534,99.750349534,135.20279953,23.635,210.908,73.75,2021-01-18
18,C006,2동 쿠커 #3,26A01001,고구마샐러드-P(재),W003,72.798780303,108.0987803,143.7915803,23.795,206.459,76.75,2021-01-18
25,C006,2동 쿠커 #3,26A01016,시아스고구마샐러드믹스(재),W003,71.099811136,110.89981114,146.39801114,23.665,205.602,79.93,2021-01-18
16,C007,프리머 #1,23D19002,1/2플레인소스-현미유(재),W003,70.744629093,103.74462909,139.05487909,23.54,207.416,74.25,2021-01-18
1,C008,프리머 #2,26B06014,이마트 고소한 마요네즈250g(재),W003,72.133349844,104.53334984,139.89174984,23.572,201.498,74.35,2021-01-18
5,C008,프리머 #2,26B06014,이마트 고소한 마요네즈250g(재),W003,71.619449398,86.219449398,121.4871494,23.512,201.756,75.7,2021-01-18
9,C008,프리머 #2,26B06014,이마트 고소한 마요네즈250g(재),W003,72.690362771,104.59036277,140.34931277,23.839,210.261,71.57,2021-01-18
13,C008,프리머 #2,26B06014,이마트 고소한 마요네즈250g(재),W003,72.023632035,95.923632035,130.48773203,23.043,201.593,,2021-01-18
17,C010,파일롯,23P01220,토토피자소스(재),W003,71.815627954,117.51562795,153.01342795,23.665,209.22,72.85,2021-01-18
26,D004,PET병,13D02140,세서미오리엔탈드레싱,W005,71.912887888,107.31288789,143.06678789,23.836,203.947,78.85,2021-01-19
27,D004,PET병,13D02140,세서미오리엔탈드레싱,W005,72.538543464,128.83854346,163.69629346,23.239,208.026,77.86,2021-01-19
3,D005,3.2마요,16B04003,해표골드마요네즈,W005,70.555182549,88.155182549,122.93798255,23.189,206.756,,2021-01-18
4,D005,3.2마요,16B04003,해표골드마요네즈,W005,71.235455875,112.73545587,148.44815587,23.808,208.315,74.27,2021-01-18
7,D005,3.2마요,16B04003,해표골드마요네즈,W005,71.564133457,121.06413346,156.66608346,23.735,212.574,79.45,2021-01-18
10,D005,3.2마요,16B04003,해표골드마요네즈,W005,70.467288452,97.367288452,132.77378845,23.604,207.747,75.41,2021-01-18
6,D006,튜브,16B06014,이마트 고소한 마요네즈250g,W005,72.635257979,113.93525798,149.28830798,23.569,208.348,74.96,2021-01-18
11,D006,튜브,16B06014,이마트 고소한 마요네즈250g,W005,70.226235471,121.62623547,157.68018547,24.036,212.3,75.99,2021-01-18
19,D011,2동 오리히로,16A01001,고구마샐러드-P,W005,70.172757084,109.27275708,145.13735708,23.91,207.816,73.36,2021-01-18
23,D011,2동 오리히로,16A01016,시아스고구마샐러드믹스,W005,71.17865022,99.57865022,135.26355022,23.79,211.192,73.07,2021-01-19
28,P004,PET#1,13D02139,크리미시저드레싱,W007,70.027164548,100.42716455,136.13731455,23.807,209.12,79.65,2021-01-19
1,C002,쿠커 #2,23K01321,나가사키베이스(재),W003,70.994809726,114.29480973,149.38045973,23.39,204.434,70.37,2021-01-19
2,C003,쿠커 #3,1.#JE+00,이마트가쓰오다시국물(재),W003,70.814871287,94.114871287,129.30267129,23.459,207.787,77.28,2021-01-19
3,C003,쿠커 #3,1.#JE+00,이마트가쓰오다시국물(재),W003,72.144014094,96.144014094,131.61726409,23.649,210.362,79.78,2021-01-19
4,C003,쿠커 #3,1.#JE+00,이마트가쓰오다시국물(재),W003,71.184099124,103.08409912,138.22704912,23.429,208.001,74.49,2021-01-19
5,C003,쿠커 #3,1.#JE+00,이마트가쓰오다시국물(재),W003,70.684679374,129.58467937,164.48737937,23.268,204.35,75.88,2021-01-19
7,C003,쿠커 #3,1.#JE+00,이마트가쓰오다시국물(재),W003,73.526198124,109.82619812,145.33094812,23.67,205.11,72.51,2021-01-19
9,D004,PET병,13R02051,이마트베스트돈까스소스,W005,70.610703855,102.11070386,137.34365386,23.489,205.982,75.17,2021-01-20
11,D004,PET병,13R02051,이마트베스트돈까스소스,W005,70.392856151,127.69285615,163.95895615,24.177,213.223,81.18,2021-01-20
12,D004,PET병,13R02052,이마트베스트스테이크소스,W005,71.644249909,113.84424991,148.76404991,23.28,203.591,73.95,2021-01-20
13,D004,PET병,13R02052,이마트베스트스테이크소스,W005,73.146016546,74.446016546,109.13366655,23.125,204.392,,2021-01-20
6,D006,튜브,1.#JE+00,이마트가쓰오다시국물,W005,70.260531095,99.060531095,134.02363109,23.309,202.001,71.11,2021-01-19
10,P004,PET#1,13R02051,이마트베스트돈까스소스,W007,70.420918498,101.2209185,136.2798185,23.373,201.09,71.56,2021-01-20
14,P004,PET#1,13R02052,이마트베스트스테이크소스,W007,72.129227618,111.92922762,146.99447762,23.377,206.644,72.93,2021-01-20
15,P004,PET#1,13R02057,이마트베스트허브바베큐소스,W007,70.967920484,116.56792048,152.41732048,23.9,203.675,79,2021-01-20
8,P007,2동 컵(샐러드)포장(#7),16A02009,미스터피자단호박샐러드,W007,71.499715391,99.499715391,134.49046539,23.327,206.992,78.15,2021-01-20
5,C001,쿠커 #1,23P02106,미스터피자피자소스엠피(재),W003,71.281748101,89.381748101,125.0021481,23.747,210.684,72.96,2021-01-20
7,C001,쿠커 #1,23P02106,미스터피자피자소스엠피(재),W003,71.631105902,114.1311059,149.8680059,23.825,203.458,78.11,2021-01-20
4,C002,쿠커 #2,1.#JE+00,참살이요리용국물쇠고기맛(재),W003,71.559121468,115.15912147,150.51342147,23.57,212.449,73.93,2021-01-20
1,C005,2동 쿠커 #4,26A01006,고구마샐러드바145g(재),W003,72.288317952,121.78831795,158.17111795,24.255,203.77,80.85,2021-01-20
6,C007,프리머 #1,26B03004,마요네즈-업소용18kg(재),W003,70.65130419,122.05130419,157.56115419,23.673,207.664,74.15,2021-01-20
3,D001,3K 캔,13P02106,미스터피자피자소스엠피,W005,70.839255373,90.639255373,126.45690537,23.878,210.08,80.49,2021-01-20
8,D001,3K 캔,13P02106,미스터피자피자소스엠피,W005,69.921388378,114.52138838,150.25633838,23.823,210.289,73.95,2021-01-20
2,D007,2동 6열컵실러#1,16A01006,고구마샐러드바145g,W005,70.815669571,88.715669571,124.74546957,24.02,218.549,75.99,2021-01-20
9,P011,파일롯(#B),13G02013,칠리양념치킨소스,W007,70.090769391,85.490769391,121.06361939,23.715,211.614,75.09,2021-01-20
1,C003,쿠커 #3,23D01167,이마트그린키위드레싱580g(재),W003,72.212963786,116.71296379,152.67346379,23.974,212.208,79.86,2021-01-21
2,C007,프리머 #1,26B04003,해표골드마요네즈(재),W003,71.011565565,117.21156557,152.33761557,23.417,206.637,79.17,2021-01-21
9,C007,프리머 #1,26B06008,이츠웰골드마요네즈3.2kg(재),W003,70.555712371,103.05571237,138.01756237,23.308,202.166,72.38,2021-01-21
8,C010,파일롯,23A00265,에디슨양념치킨소스60g(재),W003,71.720334228,111.82033423,147.06633423,23.497,209.072,71.6,2021-01-21
12,D003,로타리 #2,13A00418,시아스떡볶이양념소스-1,W005,70.554348136,95.054348136,130.37334814,23.546,204.416,70.74,2021-01-21
11,D004,PET병,13D03097,챔케이준드레싱100g,W005,71.739876852,101.73987685,137.29217685,23.702,202.163,78.55,2021-01-21
13,D004,PET병,13D03097,챔케이준드레싱100g,W005,71.099425095,120.8994251,156.3989751,23.666,207.111,74.81,2021-01-21
3,D005,3.2마요,16B04003,해표골드마요네즈,W005,70.967327659,113.46732766,148.53852766,23.381,206.176,71.25,2021-01-21
4,D005,3.2마요,16B04003,해표골드마요네즈,W005,72.451436366,122.55143637,158.27248637,23.814,206.678,73.64,2021-01-21
6,D005,3.2마요,16B06008,이츠웰골드마요네즈3.2kg,W005,72.237476087,107.13747609,142.57022609,23.622,208.935,74.06,2021-01-21
10,D005,3.2마요,16B06008,이츠웰골드마요네즈3.2kg,W005,70.811411852,128.61141185,163.94076185,23.553,209.171,76.56,2021-01-21
14,D005,3.2마요,16B06008,이츠웰골드마요네즈3.2kg,W005,71.593723713,138.59372371,174.20032371,23.738,206.974,78.05,2021-01-21
5,D011,2동 오리히로,16A01014,미스터피자고구마샐러드엠피,W005,73.057586036,107.05758604,142.32178604,23.509,206.098,79.41,2021-01-21
7,D011,2동 오리히로,16A01001,고구마샐러드-P,W005,70.560488231,97.060488231,131.60048823,23.027,201.328,,2021-01-21
15,P004,PET#1,13R04005,베스트셀렉트돈까스소스565g,W007,71.44407554,112.54407554,147.67612554,23.421,203.486,72.33,2021-01-22
1,C002,쿠커 #2,23V00019,고구마샐러드믹스베이스(재),W003,71.874906185,104.67490619,139.88110619,23.471,207.234,77.8,2021-01-22
8,C006,2동 쿠커 #3,26A02009,미스터피자단호박샐러드(재),W003,73.284920506,95.184920506,130.58047051,23.597,212.545,76.15,2021-01-23
3,C007,프리머 #1,26B06050,신선하고깨끗한마요네즈(재),W003,70.673275514,97.873275514,133.48417551,23.741,210.273,78.05,2021-01-22
2,D005,3.2마요,16B06050,신선하고깨끗한마요네즈,W005,71.229189509,114.12918951,149.85718951,23.819,214.043,71.49,2021-01-22
4,D005,3.2마요,16B06050,신선하고깨끗한마요네즈,W005,69.900097174,126.00009717,161.03714717,23.358,206.296,77.74,2021-01-22
5,D005,3.2마요,16B06050,신선하고깨끗한마요네즈,W005,70.453609136,65.953609136,101.72355914,23.847,212.494,72.17,2021-01-22
6,D011,2동 오리히로,16A02010,시아스단호박샐러드,W005,71.79017598,112.19017598,146.56502598,22.917,201.538,,2021-01-22
7,D011,2동 오리히로,16A02009,미스터피자단호박샐러드,W005,71.00316743,111.80316743,147.93166743,24.086,216.065,74.59,2021-01-23
1,C006,2동 쿠커 #3,26A02009,미스터피자단호박샐러드(재),W003,72.576570557,108.77657056,144.85632056,24.053,214.228,78.6,2021-01-23
