연령,직업군,결혼여부,학력,신용카드소지여부,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,p_days,과거통화횟수,계약여부,카드종류,연락일
47,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,92,2,,0,no,226,2020-03-09
56,기술자,결혼,중졸,없음,대출있음,없음,유선전화,143,3,,0,no,227,2020-03-09
53,회사원,결혼,고졸,없음,없음,없음,유선전화,189,3,,0,no,87,2020-03-09
36,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,75,2,,0,no,88,2020-03-10
42,산업노동자,이혼,고졸,없음,대출있음,없음,유선전화,189,2,,0,no,89,2020-03-10
44,산업노동자,이혼,검정고시,없음,없음,없음,유선전화,55,2,,0,no,90,2020-03-11
39,주부,결혼,고졸,없음,대출있음,없음,유선전화,935,3,,0,yes,91,2020-03-11
37,회사원,미혼,전문학교,없음,대출있음,대출있음,유선전화,56,2,,0,no,92,2020-03-11
60,산업노동자,결혼,미확인,미확인,대출있음,없음,유선전화,5,2,,0,no,93,2020-03-11
36,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,225,2,,0,no,94,2020-03-11
42,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,125,2,,0,no,95,2020-03-12
31,회사원,결혼,전문학교,없음,대출있음,대출있음,유선전화,286,2,,0,no,96,2020-03-12
53,기술자,이혼,석박사,미확인,없음,대출있음,유선전화,206,2,,0,no,97,2020-03-12
45,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,164,2,,0,no,98,2020-03-12
37,기술자,미혼,석박사,없음,대출있음,없음,유선전화,98,2,,0,no,99,2020-03-12
47,자영업자,결혼,석박사,없음,없음,없음,유선전화,446,2,,0,no,100,2020-03-12
49,산업노동자,이혼,전문학교,없음,없음,대출있음,유선전화,742,2,,0,no,101,2020-03-14
36,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,120,2,,0,no,102,2020-03-14
35,서비스종사자,이혼,전문학교,없음,없음,없음,유선전화,122,3,,0,no,103,2020-03-14
38,미확인,결혼,미확인,미확인,없음,없음,유선전화,362,4,,0,no,104,2020-03-14
38,서비스종사자,미혼,전문학교,미확인,없음,없음,유선전화,357,2,,0,no,105,2020-03-14
50,산업노동자,이혼,전문학교,미확인,없음,대출있음,유선전화,200,2,,0,no,106,2020-03-15
59,은퇴,결혼,석박사,미확인,없음,없음,유선전화,107,2,,0,no,107,2020-03-15
43,미확인,결혼,미확인,없음,대출있음,없음,유선전화,267,2,,0,no,108,2020-03-15
42,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,248,2,,0,no,109,2020-03-15
40,회사원,결혼,검정고시,미확인,대출있음,없음,유선전화,215,2,,0,no,110,2020-03-15
46,산업노동자,결혼,미확인,미확인,없음,없음,유선전화,209,2,,0,no,111,2020-03-16
57,주부,이혼,중졸,없음,대출있음,대출있음,유선전화,205,2,,0,no,112,2020-03-16
42,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,261,3,,0,no,113,2020-03-16
41,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,83,2,,0,no,114,2020-03-17
54,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,106,3,,0,no,115,2020-03-17
27,회사원,미혼,대졸학사,없음,없음,없음,유선전화,106,2,,0,no,116,2020-03-17
36,회사원,결혼,전문학교,없음,없음,없음,유선전화,108,2,,0,no,117,2020-03-17
58,산업노동자,결혼,석박사,미확인,대출있음,없음,유선전화,214,2,,0,no,118,2020-03-17
40,공무원,결혼,대졸학사,미확인,대출있음,없음,유선전화,358,2,,0,no,119,2020-03-17
34,회사원,미혼,고졸,미확인,없음,없음,유선전화,453,2,,0,no,120,2020-03-18
33,회사원,이혼,전문학교,없음,없음,없음,유선전화,364,2,,0,no,121,2020-03-18
56,은퇴,결혼,검정고시,없음,없음,없음,유선전화,136,2,,0,no,122,2020-03-18
42,산업노동자,결혼,고졸,없음,없음,없음,유선전화,173,2,,0,no,123,2020-03-19
43,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,241,2,,0,no,124,2020-03-19
54,공무원,미혼,고졸,없음,대출있음,없음,유선전화,224,3,,0,no,125,2020-03-19
53,회사원,미혼,검정고시,없음,대출있음,대출있음,유선전화,148,2,,0,no,126,2020-03-19
42,기술자,미혼,미확인,없음,없음,없음,유선전화,230,2,,0,no,127,2020-03-21
40,서비스종사자,결혼,검정고시,미확인,없음,없음,유선전화,199,3,,0,no,128,2020-03-21
54,기술자,결혼,석박사,없음,대출있음,대출있음,유선전화,196,2,,0,no,129,2020-03-21
40,주부,미혼,석박사,없음,없음,없음,유선전화,111,4,,0,no,130,2020-03-21
26,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,231,3,,0,no,131,2020-03-21
33,회사원,결혼,전문학교,없음,없음,없음,유선전화,316,3,,0,no,132,2020-03-21
35,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,240,2,,0,no,133,2020-03-21
36,회사원,결혼,전문학교,없음,없음,없음,유선전화,669,3,,0,no,134,2020-03-21
29,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,425,2,,0,no,135,2020-03-21
36,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,121,2,,0,no,136,2020-03-22
35,공무원,결혼,전문학교,없음,대출있음,없음,유선전화,174,5,,0,no,137,2020-03-22
50,자영업자,미혼,대졸학사,없음,없음,대출있음,유선전화,88,5,,0,no,138,2020-03-22
46,서비스종사자,결혼,전문학교,미확인,대출있음,없음,유선전화,313,3,,0,no,139,2020-03-23
49,기업가,결혼,전문학교,없음,대출있음,없음,유선전화,135,4,,0,no,140,2020-03-23
42,기술자,미혼,석박사,미확인,대출있음,없음,유선전화,152,2,,0,no,141,2020-03-23
36,산업노동자,미혼,전문학교,없음,대출있음,대출있음,유선전화,402,3,,0,no,142,2020-03-23
55,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,221,2,,0,no,143,2020-03-24
41,공무원,결혼,대졸학사,미확인,없음,없음,유선전화,213,2,,0,no,144,2020-03-24
57,공무원,결혼,석박사,미확인,대출있음,없음,유선전화,144,3,,0,no,145,2020-03-24
32,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,158,3,,0,no,146,2020-03-24
49,회사원,결혼,고졸,없음,없음,없음,유선전화,220,3,,0,no,147,2020-03-24
57,미확인,결혼,미확인,미확인,대출있음,없음,유선전화,325,2,,0,no,148,2020-03-24
58,산업노동자,이혼,중졸,없음,대출있음,없음,유선전화,254,2,,0,no,149,2020-03-25
52,기술자,결혼,전문학교,없음,대출있음,없음,유선전화,503,2,,0,no,150,2020-03-25
50,서비스종사자,이혼,석박사,없음,없음,없음,유선전화,680,2,,0,no,151,2020-03-25
41,산업노동자,미혼,고졸,미확인,대출있음,없음,유선전화,421,4,,0,no,152,2020-03-25
33,기업가,결혼,대졸학사,없음,대출있음,없음,유선전화,130,3,,0,no,153,2020-03-25
57,산업노동자,결혼,중졸,없음,없음,없음,유선전화,164,2,,0,no,154,2020-03-25
48,산업노동자,결혼,검정고시,미확인,없음,없음,유선전화,174,3,,0,no,155,2020-03-25
55,기술자,결혼,석박사,없음,없음,없음,유선전화,113,2,,0,no,156,2020-03-26
38,공무원,결혼,대졸학사,없음,없음,없음,유선전화,195,2,,0,no,157,2020-03-26
38,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,347,3,,0,no,158,2020-03-26
53,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,208,2,,0,no,159,2020-03-26
43,미취업자,미혼,대졸학사,없음,없음,없음,유선전화,404,4,,0,no,160,2020-03-26
36,산업노동자,미혼,전문학교,없음,없음,없음,유선전화,396,2,,0,no,161,2020-03-26
32,산업노동자,결혼,고졸,없음,없음,없음,유선전화,98,2,,0,no,162,2020-03-28
33,서비스종사자,결혼,중졸,없음,없음,없음,유선전화,229,3,,0,no,163,2020-03-28
58,기업가,결혼,중졸,없음,대출있음,없음,유선전화,350,2,,0,no,164,2020-03-28
40,미취업자,이혼,전문학교,미확인,없음,없음,유선전화,88,3,,0,no,165,2020-03-28
57,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,379,2,,0,no,166,2020-03-28
45,기술자,결혼,전문학교,없음,대출있음,없음,유선전화,168,3,,0,no,167,2020-03-28
42,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,190,3,,0,no,168,2020-03-28
46,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,158,1,,0,no,169,2020-03-29
36,기술자,결혼,대졸학사,없음,없음,없음,유선전화,210,1,,0,no,170,2020-03-29
41,자영업자,결혼,전문학교,없음,대출있음,없음,유선전화,102,1,,0,no,171,2020-03-29
57,회사원,이혼,고졸,없음,없음,없음,유선전화,306,1,,0,no,172,2020-03-30
49,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,64,1,,0,no,173,2020-03-30
56,공무원,이혼,전문학교,없음,없음,없음,유선전화,218,1,,0,no,174,2020-03-30
37,산업노동자,결혼,고졸,없음,없음,없음,유선전화,77,1,,0,no,175,2020-03-30
37,산업노동자,결혼,고졸,없음,없음,대출있음,유선전화,54,1,,0,no,176,2020-03-30
46,회사원,미혼,전문학교,없음,대출있음,없음,유선전화,344,1,,0,no,177,2020-03-30
22,산업노동자,미혼,고졸,없음,대출있음,없음,유선전화,195,1,,0,no,178,2020-03-30
43,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,202,1,,0,no,179,2020-03-30
49,산업노동자,결혼,미확인,없음,없음,없음,유선전화,286,1,,0,no,180,2020-03-30
41,기술자,결혼,검정고시,없음,대출있음,없음,유선전화,278,1,,0,no,181,2020-03-30
38,회사원,미혼,대졸학사,없음,없음,없음,유선전화,189,1,,0,no,182,2020-03-31
33,회사원,결혼,고졸,없음,없음,없음,유선전화,83,1,,0,no,183,2020-03-31
49,회사원,결혼,대졸학사,없음,대출있음,대출있음,유선전화,18,1,,0,no,184,2020-03-31
30,산업노동자,미혼,미확인,없음,없음,없음,유선전화,184,2,,0,no,185,2020-03-31
33,회사원,결혼,고졸,없음,대출있음,없음,유선전화,235,1,,0,no,186,2020-03-31
34,공무원,미혼,대졸학사,없음,없음,없음,유선전화,290,1,,0,no,187,2020-03-31
30,학생,미혼,미확인,미확인,없음,없음,유선전화,133,1,,0,no,188,2020-03-31
59,공무원,결혼,중졸,미확인,대출있음,대출있음,유선전화,318,1,,0,no,189,2020-03-31
59,공무원,결혼,중졸,미확인,미확인,미확인,유선전화,437,1,,0,no,190,2020-04-01
41,자영업자,결혼,대졸학사,없음,없음,없음,유선전화,402,1,,0,no,191,2020-04-01
48,주부,결혼,검정고시,미확인,대출있음,대출있음,유선전화,501,4,,0,no,192,2020-04-01
28,미확인,미혼,미확인,미확인,대출있음,대출있음,유선전화,1201,1,,0,yes,193,2020-04-01
44,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,1030,1,,0,yes,194,2020-04-01
59,은퇴,미확인,대졸학사,미확인,없음,없음,유선전화,253,1,,0,no,195,2020-04-01
50,공무원,결혼,전문학교,미확인,없음,없음,유선전화,149,1,,0,no,196,2020-04-02
35,회사원,결혼,대졸학사,없음,없음,없음,유선전화,144,1,,0,no,197,2020-04-02
42,회사원,결혼,전문학교,없음,없음,없음,유선전화,69,1,,0,no,198,2020-04-02
45,회사원,결혼,고졸,없음,없음,없음,유선전화,243,1,,0,no,199,2020-04-02
36,기술자,결혼,석박사,없음,없음,없음,유선전화,769,2,,0,no,200,2020-04-02
56,서비스종사자,결혼,전문학교,미확인,없음,없음,유선전화,135,3,,0,no,201,2020-04-04
29,산업노동자,이혼,중졸,없음,없음,없음,유선전화,231,1,,0,no,202,2020-04-04
41,자영업자,결혼,대졸학사,없음,대출있음,대출있음,유선전화,442,2,,0,no,203,2020-04-04
42,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,199,1,,0,no,204,2020-04-04
52,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,455,1,,0,no,205,2020-04-05
48,서비스종사자,결혼,전문학교,미확인,미확인,미확인,유선전화,152,1,,0,no,206,2020-04-05
31,산업노동자,결혼,전문학교,미확인,대출있음,없음,유선전화,124,1,,0,no,207,2020-04-06
43,미취업자,결혼,대졸학사,미확인,대출있음,없음,유선전화,424,1,,0,no,208,2020-04-06
36,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,43,1,,0,no,209,2020-04-06
42,기업가,결혼,대졸학사,없음,대출있음,없음,유선전화,154,1,,0,no,210,2020-04-06
52,서비스종사자,이혼,검정고시,없음,없음,없음,유선전화,393,1,,0,no,211,2020-04-06
39,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,203,2,,0,no,212,2020-04-06
36,서비스종사자,결혼,전문학교,없음,없음,대출있음,유선전화,140,2,,0,no,213,2020-04-06
42,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,326,1,,0,no,214,2020-04-07
41,회사원,결혼,전문학교,없음,없음,없음,유선전화,483,1,,0,no,215,2020-04-07
55,기술자,결혼,중졸,없음,없음,대출있음,유선전화,259,1,,0,no,216,2020-04-07
30,산업노동자,결혼,고졸,없음,없음,없음,유선전화,227,1,,0,no,217,2020-04-07
57,은퇴,미확인,중졸,없음,없음,없음,유선전화,673,1,,0,no,218,2020-04-07
45,기업가,결혼,중졸,미확인,대출있음,없음,유선전화,576,1,,0,no,219,2020-04-08
51,산업노동자,결혼,중졸,미확인,대출있음,대출있음,유선전화,180,2,,0,no,220,2020-04-08
39,자영업자,미혼,고졸,미확인,대출있음,대출있음,유선전화,90,1,,0,no,221,2020-04-08
47,회사원,결혼,전문학교,미확인,없음,없음,유선전화,505,1,,0,no,222,2020-04-11
27,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,245,1,,0,no,223,2020-04-11
34,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,186,1,,0,no,224,2020-04-11
57,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,208,1,,0,no,225,2020-04-11
43,기업가,결혼,중졸,없음,없음,없음,유선전화,623,1,,0,no,226,2020-04-11
49,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,180,1,,0,no,227,2020-04-11
39,공무원,결혼,대졸학사,미확인,없음,없음,유선전화,496,3,,0,no,87,2020-04-12
38,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,118,1,,0,no,88,2020-04-12
49,산업노동자,결혼,고졸,없음,없음,없음,유선전화,102,2,,0,no,89,2020-04-12
58,공무원,결혼,검정고시,없음,없음,없음,유선전화,342,1,,0,no,90,2020-04-12
43,기술자,결혼,석박사,없음,대출있음,없음,유선전화,225,1,,0,no,91,2020-04-13
50,미확인,결혼,미확인,미확인,대출있음,없음,유선전화,185,3,,0,no,92,2020-04-13
31,서비스종사자,결혼,전문학교,미확인,없음,없음,유선전화,276,1,,0,no,93,2020-04-13
43,자영업자,이혼,대졸학사,없음,없음,없음,유선전화,87,1,,0,no,94,2020-04-14
43,자영업자,결혼,고졸,미확인,없음,없음,유선전화,744,1,,0,no,95,2020-04-14
30,자영업자,미혼,대졸학사,없음,대출있음,없음,유선전화,262,1,,0,no,96,2020-04-14
27,서비스종사자,미혼,석박사,없음,대출있음,대출있음,유선전화,271,1,,0,no,97,2020-04-15
51,서비스종사자,결혼,미확인,미확인,없음,없음,유선전화,141,1,,0,no,98,2020-04-15
37,기술자,결혼,석박사,없음,대출있음,없음,유선전화,198,2,,0,no,99,2020-04-15
46,주부,결혼,고졸,없음,대출있음,없음,유선전화,150,1,,0,no,100,2020-04-15
35,산업노동자,결혼,석박사,없음,없음,없음,유선전화,241,1,,0,no,101,2020-04-15
47,회사원,이혼,대졸학사,없음,없음,없음,유선전화,196,1,,0,no,102,2020-04-16
46,공무원,결혼,미확인,없음,대출있음,없음,유선전화,149,1,,0,no,103,2020-04-16
40,기술자,결혼,석박사,미확인,없음,대출있음,유선전화,264,1,,0,no,104,2020-04-16
26,주부,결혼,대졸학사,없음,없음,없음,유선전화,246,1,,0,no,105,2020-04-16
32,산업노동자,이혼,고졸,미확인,없음,없음,유선전화,309,2,,0,no,106,2020-04-16
45,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,140,1,,0,no,107,2020-04-18
34,회사원,결혼,고졸,없음,없음,없음,유선전화,175,1,,0,no,108,2020-04-18
47,산업노동자,결혼,미확인,미확인,없음,없음,유선전화,136,1,,0,no,109,2020-04-18
42,기술자,결혼,석박사,없음,없음,없음,유선전화,1623,1,,0,yes,110,2020-04-18
57,기술자,결혼,중졸,미확인,없음,대출있음,유선전화,50,1,,0,no,111,2020-04-18
57,기술자,결혼,중졸,미확인,없음,없음,유선전화,101,1,,0,no,112,2020-04-18
38,산업노동자,결혼,중졸,없음,없음,대출있음,유선전화,144,1,,0,no,113,2020-04-18
57,기술자,결혼,중졸,미확인,없음,없음,유선전화,238,1,,0,no,114,2020-04-18
28,학생,미혼,고졸,미확인,대출있음,없음,유선전화,354,1,,0,no,115,2020-04-19
60,공무원,결혼,대졸학사,없음,없음,없음,유선전화,451,2,,0,no,116,2020-04-20
