CustomerId,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,StartDate,EndDate,EndDateTmp,ChurnLabel,ChurnScore,ChurnCategory,ChurnReason,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge
C-10160,남성,22,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,27,2020.12.1,2021.2.1,2021.2.1,Yes,73,Competitor,Product dissatisfaction,3878,1,0,45650,91420
C-10161,여성,50,50대,No,Yes,2,No,0,Yes,신용카드,No,No,Yes,Yes,11,2020.4.1,2021.1.1,2021.1.1,Yes,65,Competitor,Competitor made better offer,3585,1,0,40120,360920
C-10162,남성,53,50대,Yes,Yes,2,Yes,10,Yes,신용카드,Yes,No,Yes,Yes,28,2016.11.1,,2022.1.1,No,60,,,4022,4,0,50290,2513690
C-10163,여성,45,40대,Yes,Yes,2,Yes,1,No,계좌이체,No,No,No,No,0,2015.2.1,,2022.1.1,No,23,,,5043,3,0,35030,2489500
C-10164,남성,76,70대,Yes,No,0,Yes,2,Yes,계좌이체,No,No,No,Yes,10,2019.3.1,2021.11.1,2021.11.1,Yes,69,Attitude,Lack of self-service on Website,4105,2,0,53450,1711840
C-10165,여성,57,50대,Yes,Yes,3,Yes,10,No,계좌이체,Yes,No,No,Yes,76,2019.9.1,,2022.1.1,No,72,,,3337,4,0,30850,493020
C-10166,여성,45,40대,Yes,Yes,3,Yes,8,Yes,계좌이체,No,No,Yes,Yes,22,2015.6.1,,2022.1.1,No,59,,,6383,5,0,20110,1346850
C-10167,남성,43,40대,Yes,Yes,1,Yes,1,Yes,신용카드,Yes,Yes,Yes,Yes,13,2015.1.1,,2022.1.1,No,70,,,5879,3,0,17970,1296900
C-10168,여성,41,40대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2021.5.1,2021.8.1,2021.8.1,Yes,83,Attitude,Lack of affordable download/upload speed,2647,3,0,27800,83510
C-10169,남성,22,20대,No,No,0,Yes,1,No,신용카드,No,No,No,No,0,2019.2.1,,2022.1.1,No,30,,,4031,5,0,54240,1248090
C-10170,남성,62,60대,Yes,Yes,2,Yes,1,No,계좌이체,Yes,Yes,Yes,Yes,18,2015.1.1,,2022.1.1,No,77,,,6233,3,0,32090,2308140
C-10171,남성,21,20대,No,No,0,Yes,9,No,신용카드,Yes,Yes,No,Yes,47,2020.6.1,,2022.1.1,No,76,,,3332,3,0,0,0
C-10172,남성,49,40대,Yes,Yes,3,Yes,10,Yes,계좌이체,No,No,No,Yes,57,2020.5.1,,2022.1.1,No,62,,,4854,4,0,1810,14130
C-10173,남성,33,30대,Yes,Yes,2,Yes,9,No,계좌이체,No,No,Yes,No,23,2015.7.1,,2022.1.1,No,30,,,4652,4,124300,0,0
C-10174,남성,30,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2021.7.1,2021.12.1,2021.12.1,Yes,66,Attitude,Network reliability,2604,3,0,38760,193570
C-10175,남성,38,30대,No,Yes,1,No,0,Yes,계좌이체,No,Yes,No,Yes,11,2017.9.1,2021.10.1,2021.10.1,Yes,89,Competitor,Competitor had better devices,5340,1,0,50060,2454590
C-10176,남성,56,50대,Yes,No,0,Yes,2,Yes,계좌이체,No,No,No,No,0,2015.10.1,,2022.1.1,No,74,,,5151,3,0,43390,2730870
C-10177,여성,70,70대,Yes,Yes,1,Yes,1,Yes,이체/메일확인,No,No,Yes,Yes,14,2020.1.1,,2022.1.1,No,75,,,3353,4,0,0,0
C-10178,남성,54,50대,Yes,Yes,3,Yes,5,Yes,신용카드,Yes,Yes,No,Yes,53,2018.10.1,,2022.1.1,No,41,,,3519,3,0,40910,1104120
C-10179,여성,57,50대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,Yes,20,2018.2.1,,2022.1.1,No,34,,,3463,4,0,50620,1772290
C-10180,여성,40,40대,Yes,Yes,2,Yes,7,Yes,계좌이체,No,Yes,Yes,Yes,12,2016.7.1,,2022.1.1,No,45,,,6275,3,0,4860,264190
C-10181,남성,56,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,2,2021.3.1,2021.4.1,2021.4.1,Yes,71,Competitor,Attitude of support person,5962,1,0,6330,6330
C-10182,남성,38,30대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,5,2020.8.1,,2022.1.1,No,42,,,3099,4,0,15820,78870
C-10183,남성,61,60대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,No,6,2019.6.1,,2022.1.1,No,39,,,2051,4,67800,47230,897220
C-10184,남성,35,30대,Yes,Yes,2,Yes,1,No,신용카드,No,Yes,Yes,Yes,17,2016.9.1,,2022.1.1,No,47,,,5396,4,0,0,0
C-10185,여성,61,60대,Yes,Yes,3,Yes,8,Yes,계좌이체,Yes,Yes,Yes,Yes,22,2015.1.1,,2022.1.1,No,32,,,6107,4,0,0,0
C-10186,남성,50,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2018.5.1,,2022.1.1,No,20,,,3398,5,0,16840,539120
C-10187,여성,47,40대,Yes,No,0,Yes,1,No,계좌이체,No,Yes,No,Yes,6,2020.11.1,2021.7.1,2021.7.1,Yes,76,Competitor,Network reliability,2750,2,0,19100,152550
C-10188,남성,35,30대,No,No,0,No,0,No,이체/메일확인,No,No,No,No,30,2017.8.1,,2022.1.1,No,57,,,5043,4,158200,42490,1739750
C-10189,남성,32,30대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020.8.1,,2022.1.1,No,27,,,3056,3,0,23730,118760
C-10190,여성,54,50대,No,Yes,1,No,0,Yes,신용카드,Yes,No,Yes,No,17,2020.2.1,,2022.1.1,No,67,,,4265,4,113000,0,0
C-10191,남성,61,60대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,11,2021.7.1,2021.12.1,2021.12.1,Yes,66,Competitor,Competitor had better devices,4192,1,0,35140,175720
C-10192,여성,62,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019.9.1,,2022.1.1,No,60,,,4336,5,0,46900,750550
C-10193,남성,80,80대,No,No,0,No,0,No,계좌이체,No,Yes,Yes,Yes,9,2015.2.1,,2022.1.1,No,54,,,4921,4,0,6890,489400
C-10194,여성,23,20대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,59,2020.2.1,,2022.1.1,No,62,,,2133,5,0,0,0
C-10195,여성,63,60대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,7,2016.9.1,2021.10.1,2021.10.1,Yes,77,Dissatisfaction,Service dissatisfaction,5612,3,0,55710,3400280
C-10196,여성,50,50대,Yes,No,0,Yes,2,Yes,계좌이체,Yes,Yes,Yes,Yes,6,2015.2.1,,2022.1.1,No,28,,,5643,3,0,26100,1850150
C-10197,남성,56,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.4.1,,2022.1.1,No,63,,,2788,3,0,45990,414370
C-10198,여성,63,60대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,8,2020.7.1,,2022.1.1,No,60,,,3672,3,0,44300,265550
C-10199,여성,58,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,22,2019.4.1,2021.6.1,2021.6.1,Yes,82,Dissatisfaction,Service dissatisfaction,4910,2,56500,43050,1119040
C-10200,여성,29,20대,No,No,0,No,0,No,이체/메일확인,Yes,Yes,No,No,30,2020.7.1,,2022.1.1,No,42,,,5377,4,0,7910,47350
C-10201,남성,54,50대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,15,2020.2.1,,2022.1.1,No,60,,,4924,4,0,34580,380020
C-10202,남성,25,20대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,No,73,2021.8.1,2021.9.1,2021.9.1,Yes,91,Competitor,Service dissatisfaction,4273,1,0,49380,49380
C-10203,여성,31,30대,Yes,No,0,Yes,10,Yes,계좌이체,No,No,No,No,0,2016.12.1,,2022.1.1,No,37,,,5422,5,0,3160,156170
C-10204,여성,25,20대,Yes,Yes,2,Yes,9,Yes,신용카드,No,Yes,No,Yes,51,2020.10.1,,2022.1.1,No,52,,,3654,3,0,13000,38870
C-10205,여성,46,40대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,Yes,13,2016.8.1,,2022.1.1,No,23,,,4754,3,0,49270,2609400
C-10206,남성,28,20대,Yes,No,0,Yes,1,Yes,계좌이체,Yes,No,Yes,Yes,27,2019.6.1,2021.5.1,2021.5.1,Yes,83,Other,Don't know,3425,1,0,42940,986380
C-10207,남성,63,60대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,9,2021.2.1,2021.4.1,2021.4.1,Yes,81,Competitor,Competitor offered more data,3478,1,0,28820,57630
C-10208,남성,37,30대,No,No,0,No,0,Yes,신용카드,Yes,No,No,Yes,9,2021.7.1,2021.8.1,2021.8.1,Yes,77,Attitude,Lack of self-service on Website,5687,1,0,12880,12880
C-10209,남성,44,40대,No,Yes,1,No,0,Yes,신용카드,No,No,No,No,0,2020.10.1,,2022.1.1,No,77,,,4315,5,0,38310,114810
C-10210,여성,74,70대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,24,2015.9.1,2021.5.1,2021.5.1,Yes,70,Competitor,Competitor offered more data,4481,1,0,24070,1638950
C-10211,남성,44,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,10,2020.10.1,2021.6.1,2021.6.1,Yes,94,Competitor,Competitor offered more data,5811,1,90400,22040,176170
C-10212,여성,21,20대,No,No,0,Yes,9,Yes,계좌이체,No,No,No,No,26,2015.3.1,,2022.1.1,No,35,,,4252,4,90400,18870,1317810
C-10213,남성,62,60대,Yes,Yes,3,Yes,9,No,계좌이체,No,No,No,Yes,75,2017.10.1,,2022.1.1,No,64,,,5434,3,0,19550,761960
C-10214,여성,43,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,25,2021.3.1,2021.4.1,2021.4.1,Yes,84,Competitor,Competitor had better devices,3706,1,0,19660,19660
C-10215,여성,40,40대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,Yes,7,2020.10.1,2021.1.1,2021.1.1,Yes,86,Price,Price too high,4330,3,0,34130,102270
C-10216,남성,48,40대,Yes,No,0,Yes,8,No,계좌이체,No,Yes,No,Yes,4,2016.1.1,,2022.1.1,No,54,,,4968,5,0,21700,1303120
C-10217,여성,55,50대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,Yes,10,2020.10.1,2021.3.1,2021.3.1,Yes,81,Attitude,Attitude of service provider,2969,2,0,19320,96500
C-10218,남성,77,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,14,2021.4.1,2021.7.1,2021.7.1,Yes,73,Competitor,Service dissatisfaction,2818,1,0,10400,31300
C-10219,여성,41,40대,Yes,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,No,13,2016.6.1,,2022.1.1,No,68,,,5501,4,169500,40000,2198870
C-10220,남성,43,40대,No,No,0,No,0,Yes,신용카드,Yes,No,Yes,Yes,6,2015.1.1,,2022.1.1,No,38,,,4085,3,0,0,0
C-10221,남성,69,60대,Yes,No,0,Yes,7,No,계좌이체,Yes,Yes,Yes,No,9,2015.1.1,,2022.1.1,No,58,,,5590,4,158200,5990,428720
C-10222,여성,63,60대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,No,22,2017.9.1,2021.2.1,2021.2.1,Yes,85,Price,Price too high,5383,2,146900,11750,483190
C-10223,남성,38,30대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,Yes,25,2016.1.1,,2022.1.1,No,32,,,5544,3,0,0,0
C-10224,여성,43,40대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,22,2021.2.1,2021.8.1,2021.8.1,Yes,100,Other,Don't know,5800,1,0,2940,17630
C-10225,여성,29,20대,Yes,No,0,Yes,6,Yes,신용카드,No,Yes,Yes,Yes,48,2017.3.1,,2022.1.1,No,45,,,5119,5,0,2260,103960
C-10226,여성,46,40대,No,No,0,No,0,No,이체/메일확인,No,No,No,No,0,2019.10.1,,2022.1.1,No,29,,,3366,4,0,3050,46440
C-10227,여성,33,30대,Yes,No,0,Yes,1,Yes,신용카드,No,No,Yes,No,28,2017.2.1,2021.12.1,2021.12.1,Yes,96,Competitor,Moved,4415,2,113000,3960,230070
C-10228,남성,60,60대,Yes,Yes,3,Yes,10,No,신용카드,No,No,No,No,0,2019.2.1,,2022.1.1,No,35,,,4617,5,0,38420,884680
C-10229,여성,70,70대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,Yes,Yes,21,2018.6.1,2021.1.1,2021.1.1,Yes,98,Other,Don't know,4050,2,0,54240,1679750
C-10230,남성,54,50대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,6,2020.2.1,,2022.1.1,No,41,,,3880,5,0,14690,161030
C-10231,여성,80,80대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,Yes,16,2016.5.1,,2022.1.1,No,45,,,5840,3,0,19550,1096670
C-10232,여성,41,40대,No,Yes,3,No,0,No,신용카드,No,No,No,No,0,2018.12.1,,2022.1.1,No,24,,,2192,5,0,14580,363630
C-10233,여성,38,30대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,No,28,2015.5.1,,2022.1.1,No,40,,,4146,3,146900,0,0
C-10234,여성,48,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2017.9.1,,2022.1.1,No,75,,,3878,4,0,29380,1176560
C-10235,남성,46,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,22,2018.12.1,2021.12.1,2021.12.1,Yes,69,Attitude,Attitude of service provider,2455,1,0,27910,1003210
C-10236,남성,22,20대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,Yes,73,2019.3.1,2021.11.1,2021.11.1,Yes,69,Attitude,Attitude of service provider,2541,1,0,31300,1001290
C-10237,남성,28,20대,Yes,Yes,3,Yes,10,No,계좌이체,Yes,Yes,Yes,Yes,59,2015.2.1,,2022.1.1,No,60,,,6452,4,0,11410,811110
C-10238,남성,58,50대,Yes,No,0,Yes,2,Yes,계좌이체,No,Yes,No,Yes,2,2019.8.1,,2022.1.1,No,75,,,3803,5,0,11410,194250
C-10239,남성,55,50대,Yes,No,0,Yes,6,No,계좌이체,No,No,Yes,Yes,19,2019.7.1,,2022.1.1,No,79,,,2831,5,0,35930,646590
C-10240,여성,52,50대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,No,30,2017.12.1,,2022.1.1,No,44,,,5135,3,0,13220,490420
C-10241,남성,42,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.11.1,,2022.1.1,No,52,,,5863,3,0,50060,100230
C-10242,여성,56,50대,Yes,Yes,2,Yes,6,Yes,계좌이체,No,No,No,Yes,24,2018.9.1,,2022.1.1,No,54,,,5195,3,0,14580,409400
C-10243,남성,34,30대,No,No,0,No,0,No,신용카드,Yes,Yes,No,Yes,19,2020.4.1,,2022.1.1,No,67,,,3755,3,0,0,0
C-10244,여성,63,60대,No,No,0,No,0,No,계좌이체,Yes,No,No,No,24,2020.12.1,,2022.1.1,No,30,,,4421,3,56500,43280,43280
C-10245,남성,59,50대,Yes,No,0,Yes,1,Yes,신용카드,No,No,No,No,0,2015.8.1,,2022.1.1,No,80,,,5368,3,0,26560,1723140
C-10246,여성,62,60대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,27,2020.10.1,,2022.1.1,No,74,,,3122,4,0,17630,52880
C-10247,여성,31,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,8,2021.10.1,2021.11.1,2021.11.1,Yes,81,Other,Don't know,4476,3,0,0,0
C-10248,남성,24,20대,No,No,0,Yes,3,Yes,계좌이체,Yes,No,No,Yes,41,2018.1.1,,2022.1.1,No,53,,,2701,4,0,46670,1681330
C-10249,남성,21,20대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,69,2019.3.1,2021.2.1,2021.2.1,Yes,82,Competitor,Competitor offered higher download speeds,4359,2,0,43730,1005590
C-10250,남성,21,20대,No,No,0,Yes,9,Yes,신용카드,Yes,Yes,Yes,Yes,82,2019.3.1,,2022.1.1,No,41,,,5036,3,0,48140,1058580
C-10251,여성,56,50대,Yes,No,0,Yes,1,No,신용카드,Yes,Yes,Yes,Yes,18,2015.1.1,,2022.1.1,No,62,,,4272,4,0,5200,370980
C-10252,여성,31,30대,Yes,No,0,Yes,7,No,계좌이체,No,No,No,Yes,9,2019.11.1,2021.4.1,2021.4.1,Yes,68,Other,Deceased,4041,2,0,20230,344090
C-10253,여성,20,20대,No,No,0,No,0,No,계좌이체,No,No,Yes,Yes,73,2021.8.1,2021.11.1,2021.11.1,Yes,89,Competitor,Extra data charges,5641,1,0,11980,35930
C-10254,남성,31,30대,Yes,No,0,Yes,1,No,신용카드,Yes,Yes,No,Yes,21,2016.10.1,2021.8.1,2021.8.1,Yes,88,Dissatisfaction,Network reliability,4026,2,0,19440,1128640
C-10255,남성,60,60대,Yes,No,0,Yes,1,No,신용카드,Yes,Yes,No,Yes,18,2015.6.1,,2022.1.1,No,51,,,4219,3,0,51190,3425930
C-10256,남성,72,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,12,2018.3.1,,2022.1.1,No,71,,,5626,5,0,39550,1344700
C-10257,남성,56,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.3.1,,2022.1.1,No,66,,,2411,5,0,4970,49950
C-10258,여성,42,40대,No,No,0,No,0,Yes,신용카드,Yes,No,Yes,Yes,28,2015.4.1,,2022.1.1,No,37,,,6499,3,0,20910,1440070
C-10259,남성,38,30대,No,No,0,No,0,No,신용카드,Yes,Yes,No,Yes,19,2017.9.1,,2022.1.1,No,34,,,2290,3,0,0,0
C-10260,남성,64,60대,No,No,0,No,0,No,신용카드,Yes,No,No,Yes,29,2019.5.1,,2022.1.1,No,80,,,2120,3,0,14240,284760
C-10261,여성,61,60대,Yes,Yes,1,Yes,9,No,신용카드,No,No,No,No,0,2017.3.1,,2022.1.1,No,47,,,2320,4,0,53680,2469050
C-10262,여성,28,20대,Yes,No,0,Yes,1,Yes,계좌이체,Yes,No,No,Yes,41,2020.12.1,2021.2.1,2021.2.1,Yes,77,Attitude,Lack of self-service on Website,4263,1,0,11070,22150
C-10264,여성,44,40대,Yes,No,0,Yes,7,Yes,신용카드,Yes,No,No,Yes,7,2015.1.1,,2022.1.1,No,70,,,5678,3,0,7460,535390
C-10265,남성,28,20대,Yes,Yes,3,No,0,No,신용카드,No,No,No,No,0,2015.3.1,,2022.1.1,No,39,,,5114,3,0,1360,96500
C-10266,여성,34,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.11.1,,2022.1.1,No,43,,,3009,3,0,56390,112770
C-10267,남성,25,20대,No,Yes,1,No,0,Yes,계좌이체,No,Yes,Yes,Yes,47,2019.2.1,,2022.1.1,No,65,,,4028,4,0,1810,41020
C-10268,남성,58,50대,Yes,No,0,Yes,4,Yes,계좌이체,No,No,No,Yes,12,2018.1.1,,2022.1.1,No,44,,,5111,3,0,45880,1650820
C-10269,남성,70,70대,Yes,No,0,No,0,Yes,계좌이체,No,No,No,Yes,15,2016.9.1,2021.8.1,2021.8.1,Yes,85,Price,Price too high,5390,2,0,12200,718680
C-10270,남성,24,20대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2015.6.1,,2022.1.1,No,45,,,4416,5,0,53450,3581870
C-10271,남성,22,20대,No,No,0,Yes,4,Yes,계좌이체,Yes,No,No,No,59,2015.1.1,,2022.1.1,No,62,,,4331,3,11300,9380,677770
C-10272,여성,22,20대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,59,2018.2.1,2021.3.1,2021.3.1,Yes,83,Dissatisfaction,Lack of self-service on Website,4437,3,0,27120,1005140
C-10273,여성,36,30대,Yes,Yes,1,Yes,4,No,계좌이체,No,No,No,No,0,2015.1.1,,2022.1.1,No,64,,,5335,3,0,23280,1672740
C-10274,남성,23,20대,No,No,0,Yes,10,No,신용카드,No,No,No,No,0,2015.1.1,,2022.1.1,No,36,,,6436,3,0,31640,2275590
C-10275,남성,21,20대,No,Yes,2,No,0,Yes,계좌이체,No,No,No,Yes,71,2021.7.1,2021.10.1,2021.10.1,Yes,76,Dissatisfaction,Product dissatisfaction,4415,1,0,16500,49490
C-10276,여성,75,70대,Yes,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,8,2016.12.1,2021.6.1,2021.6.1,Yes,68,Price,Lack of affordable download/upload speed,6405,2,0,37860,2043610
C-10277,남성,59,50대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,16,2016.7.1,2021.7.1,2021.7.1,Yes,88,Dissatisfaction,Service dissatisfaction,4129,2,0,39780,2387920
C-10278,여성,35,30대,Yes,No,0,Yes,8,Yes,신용카드,Yes,Yes,No,Yes,18,2016.3.1,,2022.1.1,No,55,,,4761,3,0,42940,2487240
C-10279,여성,64,60대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,9,2018.6.1,,2022.1.1,No,56,,,4283,3,0,13560,421380
C-10280,여성,62,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,29,2020.10.1,,2022.1.1,No,31,,,4830,4,79100,22710,68140
C-10281,남성,20,20대,No,No,0,No,0,Yes,계좌이체,Yes,No,Yes,Yes,48,2016.6.1,,2022.1.1,No,33,,,5162,3,0,13900,763200
C-10283,남성,44,40대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,No,Yes,23,2016.12.1,,2022.1.1,No,71,,,4696,4,0,16050,786820
C-10284,남성,40,40대,No,No,0,No,0,No,이체/메일확인,No,No,No,Yes,16,2020.6.1,2021.2.1,2021.2.1,Yes,78,Attitude,Attitude of support person,5578,2,0,0,0
C-10285,여성,72,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,13,2017.10.1,,2022.1.1,No,58,,,3860,3,0,11300,442060
C-10286,남성,43,40대,Yes,No,0,Yes,9,Yes,신용카드,Yes,Yes,No,Yes,15,2015.7.1,,2022.1.1,No,73,,,5933,3,0,42600,2812460
C-10287,여성,23,20대,No,No,0,Yes,7,No,신용카드,No,No,No,No,0,2019.10.1,,2022.1.1,No,22,,,3009,5,0,39100,587040
C-10288,여성,34,30대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,No,23,2016.10.1,,2022.1.1,No,43,,,6034,5,146900,53900,2750080
C-10289,남성,74,70대,No,No,0,No,0,No,이체/메일확인,No,No,Yes,Yes,12,2020.4.1,,2022.1.1,No,22,,,2145,4,0,8020,72320
C-10291,남성,29,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2018.12.1,,2022.1.1,No,36,,,4761,4,0,4070,101140
C-10292,남성,56,50대,Yes,No,0,Yes,9,Yes,계좌이체,No,No,No,Yes,18,2019.3.1,,2022.1.1,No,49,,,5233,4,0,55030,1210230
C-10293,남성,40,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,28,2019.10.1,,2022.1.1,No,25,,,2597,3,0,13330,199220
C-10294,여성,37,30대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,13,2019.4.1,2021.8.1,2021.8.1,Yes,99,Other,Don't know,5958,3,0,20680,579350
C-10295,남성,47,40대,No,No,0,No,0,No,신용카드,No,No,No,Yes,10,2020.10.1,,2022.1.1,No,69,,,3953,4,0,6100,18310
C-10296,여성,34,30대,Yes,No,0,Yes,3,Yes,계좌이체,No,No,No,Yes,14,2017.2.1,,2022.1.1,No,70,,,4488,3,0,43170,2026200
C-10297,여성,21,20대,No,No,0,No,0,Yes,이체/메일확인,Yes,No,Yes,Yes,41,2015.6.1,,2022.1.1,No,61,,,6322,4,0,9830,659470
C-10298,여성,78,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,No,18,2019.7.1,,2022.1.1,No,62,,,3896,4,22600,23840,428950
C-10299,남성,47,40대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,Yes,Yes,15,2015.11.1,,2022.1.1,No,80,,,4404,5,0,38080,2361020
C-10300,여성,51,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,12,2017.8.1,,2022.1.1,No,29,,,4176,3,0,7010,285440
C-10301,여성,64,60대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,22,2017.5.1,,2022.1.1,No,42,,,5790,3,0,20790,915870
C-10302,여성,59,50대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,6,2016.8.1,,2022.1.1,No,64,,,5452,4,0,38310,2029030
C-10303,남성,44,40대,Yes,No,0,Yes,4,Yes,신용카드,No,No,No,No,0,2017.1.1,,2022.1.1,No,28,,,2964,3,0,37400,1793200
C-10304,여성,79,70대,Yes,No,0,Yes,2,Yes,계좌이체,Yes,Yes,Yes,Yes,12,2016.7.1,,2022.1.1,No,45,,,4337,3,0,49380,2667140
C-10305,여성,28,20대,Yes,No,0,Yes,3,Yes,계좌이체,Yes,No,No,No,58,2017.9.1,2021.9.1,2021.9.1,Yes,65,Price,Price too high,4926,1,158200,0,0
C-10306,남성,39,30대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,6,2019.1.1,,2022.1.1,No,47,,,5207,3,0,29040,696420
C-10307,남성,32,30대,No,No,0,No,0,No,계좌이체,No,Yes,Yes,Yes,27,2018.4.1,,2022.1.1,No,80,,,5542,4,0,39440,1299610
C-10308,남성,58,50대,Yes,No,0,Yes,1,No,계좌이체,Yes,Yes,Yes,Yes,21,2015.7.1,,2022.1.1,No,38,,,5012,4,0,48480,3195750
C-10309,여성,61,60대,Yes,Yes,2,Yes,3,Yes,계좌이체,No,No,No,Yes,19,2020.10.1,,2022.1.1,No,59,,,5998,3,0,1920,5650
C-10310,여성,58,50대,No,No,0,No,0,No,신용카드,No,No,Yes,No,13,2019.12.1,,2022.1.1,No,69,,,3239,3,113000,0,0
C-10312,여성,45,40대,Yes,No,0,No,0,No,계좌이체,No,Yes,Yes,Yes,28,2019.11.1,2021.10.1,2021.10.1,Yes,80,Attitude,Lack of self-service on Website,5737,1,0,43840,1008640
C-10313,남성,26,20대,No,Yes,1,No,0,No,신용카드,No,No,No,No,0,2016.9.1,,2022.1.1,No,76,,,5662,3,0,26100,1358490
C-10314,남성,23,20대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020.10.1,,2022.1.1,No,30,,,2406,5,0,18530,55600
C-10315,남성,23,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,73,2020.3.1,,2022.1.1,No,70,,,2037,5,33900,34240,342390
C-10316,여성,39,30대,Yes,Yes,2,Yes,10,No,계좌이체,No,No,No,No,0,2015.1.1,,2022.1.1,No,30,,,4598,5,0,16050,1152830
C-10317,남성,62,60대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,19,2018.8.1,,2022.1.1,No,42,,,4580,5,0,54470,1579510
C-10318,여성,70,70대,Yes,No,0,Yes,8,Yes,계좌이체,Yes,No,No,Yes,18,2015.11.1,,2022.1.1,No,68,,,5061,3,0,25650,1593190
C-10319,남성,34,30대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,29,2018.6.1,2021.11.1,2021.11.1,Yes,86,Competitor,Competitor offered higher download speeds,2041,2,0,17970,737100
C-10320,남성,47,40대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,25,2018.2.1,2021.9.1,2021.9.1,Yes,100,Price,Lack of affordable download/upload speed,5107,1,0,55480,2387240
C-10321,여성,63,60대,No,Yes,1,No,0,Yes,계좌이체,No,Yes,Yes,Yes,19,2018.11.1,,2022.1.1,No,62,,,5980,5,0,2830,72890
